fiscal_year,age_group,sex,avg,med,q1,q3
2000,70,F,4.4,5,4,5
2000,70,M,2,2,1.5,2.5
2000,71,F,4.5,4.5,2,5.25
2000,71,M,2.5,2.5,2.25,2.75
2000,72,F,5.5,3.5,2,8
2000,72,M,1.5,1.5,1.25,1.75
2000,73,F,3.142857142857143,3,2,4
2000,73,M,1.5,1.5,1.25,1.75
2000,74,F,6.555555555555555,5,2,8
2000,74,M,68,68,68,68
2000,75,F,7.8,2,1,5
2000,75,M,6.4,5,3,9
2000,76,F,7.4,7,2.5,11.25
2000,76,M,3.9166666666666665,3,2.75,5.25
2000,77,F,5.2,6,3,6
2000,77,M,2,2,2,2
2000,78,F,5.454545454545454,5,3.5,7
2000,78,M,3.2,3,1,4
2000,79,F,4.75,5,3.75,6
2000,79,M,6.25,4,3,7.25
2000,80,F,7.444444444444445,6,4,7
2000,80,M,5.5,5.5,4.25,6.75
2000,81,F,4.666666666666667,5,2.75,5.75
2000,81,M,12.4,11,7,15
2000,82,F,5.5,3,3,6.75
2000,82,M,5,5,4.5,5.5
2000,83,F,10.6,4,3,7
2000,83,M,7.5,7.5,6.25,8.75
2000,84,F,2.5,2.5,2.25,2.75
2000,84,M,7,7,7,7
2000,85,F,14.2,13,9,20
2000,85,M,9.333333333333334,5,4.5,12
2000,86,F,22.5,11.5,7.25,28.5
2000,86,M,1,1,1,1
2000,87,F,55.75,24.5,7.5,72.75
2000,88,F,5.5,5,3.5,5
2000,89,F,3,3,3,3
2000,89,M,8,8,8,8
2000,90+,F,13.88888888888889,9,6,14
2001,0,F,3.4545454545454546,3,2,4
2001,0,M,2.857142857142857,2,1,3
2001,1,F,2.3783783783783785,2,1,3
2001,1,M,2.0638297872340425,2,1,3
2001,2,F,2,2,1,3
2001,2,M,1.8431372549019607,2,1,2
2001,3,F,2,1.5,1,2
2001,3,M,1.4516129032258065,1,1,2
2001,4,F,1.5833333333333333,2,1,2
2001,4,M,1.8148148148148149,2,1,2
2001,5,F,1.375,1.5,1,2
2001,5,M,1.6666666666666667,1,1,2
2001,6,F,1.8,1.5,1,2.75
2001,6,M,2.2,2,1,3
2001,7,F,2.2,2,2,2.75
2001,7,M,1.8333333333333333,2,1.75,2
2001,8,F,2.1666666666666665,1,1,1.75
2001,8,M,2,2,1,2.5
2001,9,F,1.3333333333333333,1,1,1.75
2001,9,M,3.2222222222222223,3,2,5
2001,10,F,3.142857142857143,3,3,3.5
2001,10,M,2.3846153846153846,2,2,3
2001,11,F,2.125,2,1.75,2.25
2001,11,M,1.5,1.5,1,2
2001,12,F,2.5,2,2,3
2001,12,M,2.4375,2,1,4
2001,13,F,2.75,2.5,1.75,4
2001,13,M,2.090909090909091,2,1,3
2001,14,F,3.8333333333333335,3.5,3,4.75
2001,14,M,1.8888888888888888,2,1,3
2001,15,F,3,1.5,0.75,3.75
2001,15,M,2.5,2.5,2.25,2.75
2001,16,F,35,35,35,35
2001,16,M,1.6666666666666667,2,1.5,2
2001,17,F,2.4,1,1,4
2001,17,M,1,1,1,1
2001,18,F,6,6,6,6
2001,18,M,1.5,2,1.5,2
2001,19,F,1.5,1.5,1.25,1.75
2001,19,M,1.5,1.5,1.25,1.75
2001,20,F,1,1,1,1
2001,20,M,3,3,3,3
2001,21,F,3.5,3.5,3.25,3.75
2001,21,M,1,1,0.5,1.5
2001,22,F,4,4,4,4
2001,22,M,3.3333333333333335,4,3,4
2001,23,F,2.3333333333333335,1.5,1,2.75
2001,23,M,4.5,4.5,2.75,6.25
2001,24,F,4,3,2,5
2001,24,M,4,4,4,4
2001,25,F,2.125,2,1.75,3
2001,25,M,2,2,1.5,2.5
2001,26,F,2,2,2,2
2001,26,M,2.75,2.5,1,4.25
2001,27,F,3.25,3.5,2.75,4
2001,27,M,2.5,2.5,1.25,3.75
2001,28,F,1,1,1,1
2001,29,F,3.75,2.5,1.75,4.5
2001,29,M,1,1,1,1
2001,30,F,5.333333333333333,5.5,3.5,6
2001,30,M,1.5,1,1,1.75
2001,31,F,1.3333333333333333,2,1,2
2001,31,M,0.6666666666666666,0,0,1
2001,32,F,2.8333333333333335,2,2,3.5
2001,32,M,2,2,1,3
2001,33,F,6,6,3.5,8.5
2001,33,M,0,0,0,0
2001,34,F,3,3,2.5,3.5
2001,34,M,1,1,1,1
