age,prob_death,se,sex,year,province
100,0.33661,0.07277,F,1998,BC
101,0.35931,0.09169,F,1998,BC
102,0.38176,0.10555,F,1998,BC
103,0.40377999999999997,0.14404,F,1998,BC
104,0.42517,0.1902,F,1998,BC
105,0.44577,0.22647,F,1998,BC
106,0.46545,0.26308,F,1998,BC
107,0.48409,0.25758,F,1998,BC
108,0.50161,0.68943,F,1998,BC
109,0.51797,0.96904,F,1998,BC
110,1,0,F,1998,BC
0,0.00415,8.6e-4,M,1999,BC
1,2.7e-4,2.2e-4,M,1999,BC
2,2e-4,1.8e-4,M,1999,BC
3,1.6e-4,1.6e-4,M,1999,BC
4,1.3e-4,1.4e-4,M,1999,BC
5,1.2e-4,1.3e-4,M,1999,BC
6,1.1e-4,1.3e-4,M,1999,BC
7,1.1e-4,1.3e-4,M,1999,BC
8,1.2e-4,1.3e-4,M,1999,BC
9,1.3e-4,1.4e-4,M,1999,BC
10,1.5e-4,1.5e-4,M,1999,BC
11,1.7e-4,1.6e-4,M,1999,BC
12,2.1e-4,1.7e-4,M,1999,BC
13,2.5e-4,1.9e-4,M,1999,BC
14,3.2e-4,2.1e-4,M,1999,BC
15,4e-4,2.3e-4,M,1999,BC
16,5.1e-4,2.6e-4,M,1999,BC
17,6.3e-4,2.9e-4,M,1999,BC
18,7.4e-4,3.2e-4,M,1999,BC
19,8.5e-4,3.5e-4,M,1999,BC
20,9.4e-4,3.7e-4,M,1999,BC
21,0.00101,3.8e-4,M,1999,BC
22,0.00104,3.9e-4,M,1999,BC
23,0.00105,3.9e-4,M,1999,BC
24,0.00102,3.8e-4,M,1999,BC
25,9.9e-4,3.8e-4,M,1999,BC
26,9.6e-4,3.7e-4,M,1999,BC
27,9.6e-4,3.6e-4,M,1999,BC
28,9.6e-4,3.5e-4,M,1999,BC
29,9.8e-4,3.5e-4,M,1999,BC
30,0.00102,3.6e-4,M,1999,BC
31,0.00106,3.7e-4,M,1999,BC
32,0.00112,3.8e-4,M,1999,BC
33,0.00119,3.9e-4,M,1999,BC
34,0.00127,3.8e-4,M,1999,BC
35,0.00137,3.9e-4,M,1999,BC
36,0.00148,4e-4,M,1999,BC
37,0.00158,4.2e-4,M,1999,BC
38,0.00168,4.3e-4,M,1999,BC
39,0.00176,4.4e-4,M,1999,BC
40,0.00184,4.5e-4,M,1999,BC
41,0.00192,4.6e-4,M,1999,BC
42,0.00201,4.8e-4,M,1999,BC
43,0.00212,4.9e-4,M,1999,BC
44,0.00224,5.1e-4,M,1999,BC
45,0.00239,5.3e-4,M,1999,BC
46,0.00256,5.6e-4,M,1999,BC
47,0.00276,5.9e-4,M,1999,BC
48,0.00299,6.2e-4,M,1999,BC
49,0.00325,6.4e-4,M,1999,BC
50,0.00356,6.9e-4,M,1999,BC
51,0.00392,7.2e-4,M,1999,BC
52,0.0043,7.5e-4,M,1999,BC
53,0.00473,8.8e-4,M,1999,BC
54,0.0052,9.5e-4,M,1999,BC
55,0.00571,9.9e-4,M,1999,BC
56,0.00628,0.00106,M,1999,BC
57,0.00691,0.00116,M,1999,BC
58,0.0076,0.00124,M,1999,BC
59,0.00836,0.00134,M,1999,BC
60,0.0092,0.00142,M,1999,BC
61,0.01012,0.00152,M,1999,BC
62,0.01114,0.00162,M,1999,BC
63,0.01227,0.00169,M,1999,BC
64,0.01351,0.00181,M,1999,BC
65,0.014880000000000001,0.00191,M,1999,BC
66,0.01638,0.002,M,1999,BC
67,0.01805,0.0021,M,1999,BC
68,0.01989,0.0022,M,1999,BC
69,0.02192,0.00236,M,1999,BC
70,0.02416,0.00256,M,1999,BC
71,0.02663,0.00274,M,1999,BC
72,0.02936,0.00295,M,1999,BC
73,0.03238,0.00317,M,1999,BC
74,0.03571,0.00342,M,1999,BC
75,0.03939,0.00364,M,1999,BC
76,0.04346,0.00395,M,1999,BC
77,0.04796,0.0042,M,1999,BC
78,0.05293,0.00458,M,1999,BC
79,0.05843,0.00502,M,1999,BC
80,0.06451,0.00597,M,1999,BC
81,0.07124,0.0066,M,1999,BC
82,0.07868,0.00724,M,1999,BC
83,0.08691,0.00781,M,1999,BC
84,0.09602,0.00835,M,1999,BC
85,0.1061,0.00945,M,1999,BC
86,0.11726,0.011,M,1999,BC
87,0.12962,0.01267,M,1999,BC
88,0.14331,0.01487,M,1999,BC
89,0.15846,0.01743,M,1999,BC
90,0.17525,0.01977,M,1999,BC
91,0.19335,0.02332,M,1999,BC
92,0.21226,0.02773,M,1999,BC
93,0.23186,0.03294,M,1999,BC
94,0.252,0.03954,M,1999,BC
95,0.2619,0.04879,M,1999,BC
96,0.28054,0.05759,M,1999,BC
97,0.29953,0.06984,M,1999,BC
98,0.31874,0.08619,M,1999,BC
99,0.33805,0.11316,M,1999,BC
100,0.35733,0.13134,M,1999,BC
101,0.37645,0.15827,M,1999,BC
102,0.39528,0.22456,M,1999,BC
103,0.41372,0.40232,M,1999,BC
104,0.43164,0.28448,M,1999,BC
105,0.44896,0.31763,M,1999,BC
106,0.46561,0.51738,M,1999,BC
107,0.4815,0.85334,M,1999,BC
108,0.4966,0.84965,M,1999,BC
109,0.51086,0.84543,M,1999,BC
110,1,0,M,1999,BC
0,0.00343,8e-4,F,1999,BC
1,2.9e-4,2.3e-4,F,1999,BC
2,1.9e-4,1.8e-4,F,1999,BC
3,1.3e-4,1.5e-4,F,1999,BC
4,1e-4,1.3e-4,F,1999,BC
5,8e-5,1.1e-4,F,1999,BC
6,6e-5,1e-4,F,1999,BC
7,6e-5,9e-5,F,1999,BC
8,5e-5,9e-5,F,1999,BC
9,5e-5,9e-5,F,1999,BC
10,6e-5,9e-5,F,1999,BC
11,6e-5,1e-4,F,1999,BC
12,8e-5,1.1e-4,F,1999,BC
13,1e-4,1.2e-4,F,1999,BC
14,1.4e-4,1.5e-4,F,1999,BC
15,2.2e-4,1.8e-4,F,1999,BC
16,3.1e-4,2.1e-4,F,1999,BC
17,4e-4,2.4e-4,F,1999,BC
18,4.4e-4,2.6e-4,F,1999,BC
19,4.5e-4,2.6e-4,F,1999,BC
20,4.5e-4,2.6e-4,F,1999,BC
21,4.5e-4,2.6e-4,F,1999,BC
22,4.3e-4,2.5e-4,F,1999,BC
23,4e-4,2.4e-4,F,1999,BC
24,3.7e-4,2.3e-4,F,1999,BC
25,3.4e-4,2.2e-4,F,1999,BC
26,3.2e-4,2.1e-4,F,1999,BC
27,3.1e-4,2.1e-4,F,1999,BC
28,3.1e-4,2e-4,F,1999,BC
29,3.1e-4,2e-4,F,1999,BC
30,3.2e-4,2e-4,F,1999,BC
31,3.4e-4,2.1e-4,F,1999,BC
32,3.7e-4,2.2e-4,F,1999,BC
33,4.1e-4,2.3e-4,F,1999,BC
34,4.7e-4,2.3e-4,F,1999,BC
35,5.6e-4,2.5e-4,F,1999,BC
36,6.6e-4,2.7e-4,F,1999,BC
37,7.6e-4,2.9e-4,F,1999,BC
38,8.5e-4,3e-4,F,1999,BC
39,0.00093000000000000005,3.2e-4,F,1999,BC
40,0.001,3.3e-4,F,1999,BC
41,0.00105,3.4e-4,F,1999,BC
42,0.00111,3.5e-4,F,1999,BC
43,0.00118,3.7e-4,F,1999,BC
44,0.00126,3.8e-4,F,1999,BC
45,0.00135,4e-4,F,1999,BC
46,0.00146,4.2e-4,F,1999,BC
47,0.00157,4.5e-4,F,1999,BC
48,0.00171,4.7e-4,F,1999,BC
49,0.0018600000000000001,4.9e-4,F,1999,BC
50,0.00204,5.2e-4,F,1999,BC
51,0.00224,5.5e-4,F,1999,BC
52,0.00246,5.7e-4,F,1999,BC
53,0.0027,6.7e-4,F,1999,BC
54,0.00297,7.2e-4,F,1999,BC
55,0.00326,7.5e-4,F,1999,BC
56,0.00359,8e-4,F,1999,BC
57,0.00395,8.8e-4,F,1999,BC
58,0.00435,0.00093000000000000005,F,1999,BC
59,0.0048,0.00102,F,1999,BC
60,0.00529,0.00109,F,1999,BC
61,0.00584,0.00115,F,1999,BC
62,0.00644,0.00123,F,1999,BC
63,0.00712,0.0013,F,1999,BC
64,0.00787,0.00138,F,1999,BC
65,0.0087,0.00148,F,1999,BC
66,0.00963,0.00153,F,1999,BC
67,0.01066,0.00163,F,1999,BC
68,0.01181,0.0017,F,1999,BC
69,0.01309,0.0018,F,1999,BC
70,0.01452,0.00193,F,1999,BC
71,0.01612,0.00206,F,1999,BC
72,0.0179,0.00218,F,1999,BC
73,0.01988,0.00231,F,1999,BC
74,0.0221,0.00244,F,1999,BC
75,0.02458,0.00258,F,1999,BC
76,0.02736,0.00279,F,1999,BC
77,0.03046,0.00293,F,1999,BC
78,0.03394,0.00315,F,1999,BC
79,0.03783,0.00345,F,1999,BC
80,0.0422,0.00399,F,1999,BC
81,0.04709,0.00443,F,1999,BC
82,0.05259,0.00475,F,1999,BC
83,0.05875,0.00517,F,1999,BC
84,0.06568,0.00547,F,1999,BC
85,0.07347,0.00617,F,1999,BC
86,0.08223,0.00697,F,1999,BC
87,0.09208,0.00801,F,1999,BC
88,0.10317,0.00885,F,1999,BC
89,0.11566,0.01038,F,1999,BC
90,0.12974,0.01201,F,1999,BC
91,0.14523,0.01411,F,1999,BC
92,0.1618,0.01651,F,1999,BC
93,0.17941,0.01926,F,1999,BC
94,0.19799,0.023,F,1999,BC
95,0.21468,0.02688,F,1999,BC
96,0.23431,0.03241,F,1999,BC
97,0.25473,0.0376,F,1999,BC
98,0.27579,0.04732,F,1999,BC
99,0.29733,0.05534,F,1999,BC
100,0.31919,0.0709,F,1999,BC
101,0.34116,0.08952,F,1999,BC
102,0.36307,0.10325,F,1999,BC
103,0.38472,0.14118,F,1999,BC
104,0.40594,0.18677,F,1999,BC
105,0.42656,0.22277,F,1999,BC
106,0.44643,0.25921,F,1999,BC
107,0.46543,0.47163,F,1999,BC
108,0.48347,0.48157,F,1999,BC
109,0.50046,0.95836,F,1999,BC
110,1,0,F,1999,BC
0,0.00416,8.7e-4,M,2000,BC
1,2.2e-4,1.9e-4,M,2000,BC
2,1.5e-4,1.6e-4,M,2000,BC
3,1.1e-4,1.4e-4,M,2000,BC
4,9e-5,1.2e-4,M,2000,BC
5,7e-5,1.1e-4,M,2000,BC
6,7e-5,1e-4,M,2000,BC
7,6e-5,1e-4,M,2000,BC
8,6e-5,9e-5,M,2000,BC
9,6e-5,9e-5,M,2000,BC
10,6e-5,1e-4,M,2000,BC
11,8e-5,1e-4,M,2000,BC
12,1e-4,1.2e-4,M,2000,BC
13,1.4e-4,1.4e-4,M,2000,BC
14,2.2e-4,1.8e-4,M,2000,BC
15,3.8e-4,2.3e-4,M,2000,BC
16,6.2e-4,2.9e-4,M,2000,BC
17,8.3e-4,3.3e-4,M,2000,BC
18,9.1e-4,3.5e-4,M,2000,BC
19,9.1e-4,3.5e-4,M,2000,BC
20,9e-4,3.5e-4,M,2000,BC
21,8.9e-4,3.6e-4,M,2000,BC
22,8.9e-4,3.6e-4,M,2000,BC
23,8.8e-4,3.5e-4,M,2000,BC
24,8.7e-4,3.5e-4,M,2000,BC
25,8.6e-4,3.5e-4,M,2000,BC
26,8.6e-4,3.5e-4,M,2000,BC
27,8.6e-4,3.5e-4,M,2000,BC
28,8.7e-4,3.5e-4,M,2000,BC
29,8.9e-4,3.4e-4,M,2000,BC
30,9.2e-4,3.4e-4,M,2000,BC
31,9.5e-4,3.5e-4,M,2000,BC
32,0.001,3.6e-4,M,2000,BC
33,0.00106,3.7e-4,M,2000,BC
34,0.00115,3.8e-4,M,2000,BC
35,0.00126,3.8e-4,M,2000,BC
36,0.00138,3.9e-4,M,2000,BC
37,0.00149,4e-4,M,2000,BC
38,0.00159,4.2e-4,M,2000,BC
39,0.00167,4.3e-4,M,2000,BC
40,0.00174,4.4e-4,M,2000,BC
41,0.00181,4.5e-4,M,2000,BC
42,0.00189,4.6e-4,M,2000,BC
43,0.00198,4.8e-4,M,2000,BC
44,0.0021,4.9e-4,M,2000,BC
45,0.00223,5.1e-4,M,2000,BC
46,0.00238,5.3e-4,M,2000,BC
47,0.00256,5.6e-4,M,2000,BC
48,0.00278,5.9e-4,M,2000,BC
49,0.00302,6.2e-4,M,2000,BC
50,0.00331,6.5e-4,M,2000,BC
51,0.00364,7e-4,M,2000,BC
52,0.004,7.3e-4,M,2000,BC
53,0.0044,7.6e-4,M,2000,BC
54,0.00483,8.9e-4,M,2000,BC
55,0.00531,9.6e-4,M,2000,BC
56,0.00584,0.001,M,2000,BC
57,0.00643,0.00107,M,2000,BC
58,0.00707,0.00117,M,2000,BC
59,0.00778,0.00125,M,2000,BC
60,0.00857,0.00136,M,2000,BC
61,0.00943,0.00145,M,2000,BC
62,0.01039,0.00155,M,2000,BC
63,0.01144,0.00165,M,2000,BC
64,0.0126,0.00172,M,2000,BC
65,0.01388,0.00184,M,2000,BC
66,0.0153,0.00195,M,2000,BC
67,0.01686,0.00205,M,2000,BC
68,0.01859,0.00214,M,2000,BC
69,0.02049,0.00226,M,2000,BC
70,0.0226,0.00242,M,2000,BC
71,0.02493,0.00262,M,2000,BC
72,0.0275,0.00281,M,2000,BC
73,0.03035,0.00304,M,2000,BC
74,0.03349,0.00327,M,2000,BC
75,0.03697,0.00354,M,2000,BC
76,0.04081,0.00377,M,2000,BC
77,0.04507,0.0041,M,2000,BC
78,0.04978,0.00437,M,2000,BC
79,0.05499,0.00479,M,2000,BC
80,0.06075,0.00527,M,2000,BC
81,0.06714,0.0063,M,2000,BC
82,0.07421,0.00699,M,2000,BC
83,0.08204,0.00774,M,2000,BC
84,0.09071,0.00834,M,2000,BC
85,0.10032,0.00896,M,2000,BC
86,0.11097,0.01022,M,2000,BC
87,0.12277,0.01201,M,2000,BC
88,0.13586,0.01408,M,2000,BC
89,0.15036,0.01634,M,2000,BC
90,0.16645,0.01915,M,2000,BC
91,0.18384,0.02263,M,2000,BC
92,0.20212,0.027,M,2000,BC
93,0.22118,0.03213,M,2000,BC
94,0.24092,0.0387,M,2000,BC
95,0.25582,0.04867,M,2000,BC
96,0.27514,0.05705,M,2000,BC
97,0.29486,0.06922,M,2000,BC
98,0.31486,0.08582,M,2000,BC
99,0.335,0.11571,M,2000,BC
100,0.35512,0.13116,M,2000,BC
101,0.37509,0.15812,M,2000,BC
102,0.39475,0.22439,M,2000,BC
103,0.41398,0.21961,M,2000,BC
104,0.43266,0.28428,M,2000,BC
105,0.45068,0.31735,M,2000,BC
106,0.46795,0.5168,M,2000,BC
107,0.4844,0.85269,M,2000,BC
108,0.49997,0.84871,M,2000,BC
109,0.51462,0.8442,M,2000,BC
110,1,0,M,2000,BC
0,0.00319,7.8e-4,F,2000,BC
1,1.5e-4,1.7e-4,F,2000,BC
2,1.3e-4,1.5e-4,F,2000,BC
3,1.1e-4,1.4e-4,F,2000,BC
4,1e-4,1.3e-4,F,2000,BC
5,9e-5,1.2e-4,F,2000,BC
6,8e-5,1.2e-4,F,2000,BC
7,8e-5,1.1e-4,F,2000,BC
8,8e-5,1.1e-4,F,2000,BC
9,8e-5,1.1e-4,F,2000,BC
10,8e-5,1.1e-4,F,2000,BC
11,9e-5,1.2e-4,F,2000,BC
12,1.1e-4,1.3e-4,F,2000,BC
13,1.3e-4,1.4e-4,F,2000,BC
14,1.8e-4,1.6e-4,F,2000,BC
15,2.6e-4,1.9e-4,F,2000,BC
16,3.6e-4,2.3e-4,F,2000,BC
17,4.2e-4,2.4e-4,F,2000,BC
18,4.1e-4,2.4e-4,F,2000,BC
19,3.7e-4,2.3e-4,F,2000,BC
20,3.5e-4,2.3e-4,F,2000,BC
21,3.4e-4,2.2e-4,F,2000,BC
22,3.3e-4,2.2e-4,F,2000,BC
23,3.4e-4,2.3e-4,F,2000,BC
24,3.6e-4,2.3e-4,F,2000,BC
25,3.8e-4,2.4e-4,F,2000,BC
26,4e-4,2.4e-4,F,2000,BC
27,4.1e-4,2.4e-4,F,2000,BC
28,4.2e-4,2.4e-4,F,2000,BC
29,4.3e-4,2.3e-4,F,2000,BC
30,4.3e-4,2.3e-4,F,2000,BC
31,4.4e-4,2.4e-4,F,2000,BC
32,4.6e-4,2.4e-4,F,2000,BC
33,4.8e-4,2.5e-4,F,2000,BC
34,5.2e-4,2.5e-4,F,2000,BC
35,5.8e-4,2.6e-4,F,2000,BC
36,6.5e-4,2.6e-4,F,2000,BC
37,7.2e-4,2.8e-4,F,2000,BC
38,7.9e-4,3e-4,F,2000,BC
39,8.6e-4,3.1e-4,F,2000,BC
40,9.4e-4,3.2e-4,F,2000,BC
41,0.00101,3.3e-4,F,2000,BC
42,0.0011,3.5e-4,F,2000,BC
43,0.00119,3.6e-4,F,2000,BC
44,0.00129,3.8e-4,F,2000,BC
45,0.0014,4e-4,F,2000,BC
46,0.00152,4.2e-4,F,2000,BC
47,0.00166,4.5e-4,F,2000,BC
48,0.0018,4.8e-4,F,2000,BC
49,0.00196,5e-4,F,2000,BC
50,0.00214,5.2e-4,F,2000,BC
51,0.00233,5.6e-4,F,2000,BC
52,0.00254,5.8e-4,F,2000,BC
53,0.00277,6.1e-4,F,2000,BC
54,0.00302,7.1e-4,F,2000,BC
55,0.0033,7.6e-4,F,2000,BC
56,0.00361,7.9e-4,F,2000,BC
57,0.00396,8.5e-4,F,2000,BC
58,0.00434,9.2e-4,F,2000,BC
59,0.00476,9.7e-4,F,2000,BC
60,0.00522,0.00106,F,2000,BC
61,0.00574,0.00113,F,2000,BC
62,0.00631,0.0012,F,2000,BC
63,0.00694,0.00128,F,2000,BC
64,0.00764,0.00134,F,2000,BC
65,0.00843,0.00143,F,2000,BC
66,0.0093,0.00154,F,2000,BC
67,0.01026,0.00159,F,2000,BC
68,0.01134,0.00169,F,2000,BC
69,0.01254,0.00176,F,2000,BC
70,0.01389,0.00187,F,2000,BC
71,0.01538,0.00199,F,2000,BC
72,0.01706,0.00213,F,2000,BC
73,0.01893,0.00226,F,2000,BC
74,0.02102,0.0024,F,2000,BC
75,0.02337,0.00254,F,2000,BC
76,0.02599,0.00268,F,2000,BC
77,0.02894,0.00291,F,2000,BC
78,0.03225,0.00306,F,2000,BC
79,0.03597,0.0033,F,2000,BC
80,0.04015,0.00361,F,2000,BC
81,0.04486,0.0042,F,2000,BC
82,0.05015,0.00467,F,2000,BC
83,0.05612,0.00505,F,2000,BC
84,0.06286,0.00552,F,2000,BC
85,0.07046,0.00584,F,2000,BC
86,0.07904,0.00664,F,2000,BC
87,0.08875,0.00757,F,2000,BC
88,0.09973,0.00875,F,2000,BC
89,0.11217,0.00969,F,2000,BC
90,0.12626,0.01144,F,2000,BC
91,0.14184,0.01354,F,2000,BC
92,0.15857,0.01592,F,2000,BC
93,0.17642,0.01859,F,2000,BC
94,0.19534,0.02238,F,2000,BC
95,0.21587,0.02628,F,2000,BC
96,0.2362,0.03191,F,2000,BC
97,0.25735,0.0367,F,2000,BC
98,0.27916,0.04703,F,2000,BC
99,0.30147,0.0544,F,2000,BC
100,0.32406,0.06984,F,2000,BC
101,0.34674,0.08814,F,2000,BC
102,0.3693,0.10161,F,2000,BC
103,0.39152,0.13885,F,2000,BC
104,0.41323,0.18357,F,2000,BC
105,0.43424,0.2188,F,2000,BC
106,0.4544,0.25441,F,2000,BC
107,0.47359,0.38883,F,2000,BC
108,0.49172,0.66761,F,2000,BC
109,0.50871,0.69887,F,2000,BC
110,1,0,F,2000,BC
0,0.00436,8.9e-4,M,2001,BC
1,1.9e-4,1.8e-4,M,2001,BC
2,1.3e-4,1.5e-4,M,2001,BC
3,1e-4,1.3e-4,M,2001,BC
4,8e-5,1.2e-4,M,2001,BC
5,7e-5,1.1e-4,M,2001,BC
6,7e-5,1e-4,M,2001,BC
7,7e-5,1.1e-4,M,2001,BC
8,8e-5,1.1e-4,M,2001,BC
9,1e-4,1.2e-4,M,2001,BC
10,1.3e-4,1.4e-4,M,2001,BC
11,1.6e-4,1.5e-4,M,2001,BC
12,2e-4,1.7e-4,M,2001,BC
13,2.4e-4,1.9e-4,M,2001,BC
14,2.9e-4,2e-4,M,2001,BC
15,3.4e-4,2.1e-4,M,2001,BC
16,4e-4,2.3e-4,M,2001,BC
17,4.9e-4,2.5e-4,M,2001,BC
18,6.2e-4,2.8e-4,M,2001,BC
19,7.7e-4,3.2e-4,M,2001,BC
20,9e-4,3.5e-4,M,2001,BC
21,0.00101,3.7e-4,M,2001,BC
22,0.00106,3.9e-4,M,2001,BC
23,0.00105,3.9e-4,M,2001,BC
24,9.9e-4,3.8e-4,M,2001,BC
25,9.2e-4,3.6e-4,M,2001,BC
26,8.8e-4,3.6e-4,M,2001,BC
27,8.8e-4,3.6e-4,M,2001,BC
28,9e-4,3.6e-4,M,2001,BC
29,9.5e-4,3.6e-4,M,2001,BC
30,0.00104,3.6e-4,M,2001,BC
31,0.00115,3.8e-4,M,2001,BC
32,0.00124,4e-4,M,2001,BC
33,0.00132,4.1e-4,M,2001,BC
34,0.00138,4.2e-4,M,2001,BC
35,0.00142,4.2e-4,M,2001,BC
36,0.00144,4.1e-4,M,2001,BC
37,0.00148,4e-4,M,2001,BC
38,0.00153,4e-4,M,2001,BC
39,0.00159,4.2e-4,M,2001,BC
40,0.00167,4.3e-4,M,2001,BC
41,0.00176,4.4e-4,M,2001,BC
42,0.0018600000000000001,4.6e-4,M,2001,BC
43,0.00198,4.7e-4,M,2001,BC
44,0.00211,4.9e-4,M,2001,BC
45,0.00226,5.1e-4,M,2001,BC
46,0.00243,5.3e-4,M,2001,BC
47,0.00263,5.6e-4,M,2001,BC
48,0.00285,5.9e-4,M,2001,BC
49,0.0031,6.2e-4,M,2001,BC
50,0.00339,6.6e-4,M,2001,BC
51,0.0037200000000000002,6.9e-4,M,2001,BC
52,0.00408,7.4e-4,M,2001,BC
53,0.00447,7.7e-4,M,2001,BC
54,0.0049,8.1e-4,M,2001,BC
55,0.00538,0.00093000000000000005,M,2001,BC
56,0.0059,0.00101,M,2001,BC
57,0.00648,0.00106,M,2001,BC
58,0.00712,0.00113,M,2001,BC
59,0.00782,0.00123,M,2001,BC
60,0.00859,0.00132,M,2001,BC
61,0.00945,0.00142,M,2001,BC
62,0.01039,0.00152,M,2001,BC
63,0.01143,0.00163,M,2001,BC
64,0.01257,0.00173,M,2001,BC
65,0.01384,0.00181,M,2001,BC
66,0.01524,0.00193,M,2001,BC
67,0.01678,0.00204,M,2001,BC
68,0.01849,0.00215,M,2001,BC
69,0.02038,0.00226,M,2001,BC
70,0.02246,0.00238,M,2001,BC
71,0.02477,0.00256,M,2001,BC
72,0.02733,0.00277,M,2001,BC
73,0.03016,0.00297,M,2001,BC
74,0.03329,0.00322,M,2001,BC
75,0.03676,0.00347,M,2001,BC
76,0.0406,0.00376,M,2001,BC
77,0.04486,0.00403,M,2001,BC
78,0.04958,0.00438,M,2001,BC
79,0.05482,0.0047,M,2001,BC
80,0.06063,0.00517,M,2001,BC
81,0.06707,0.00572,M,2001,BC
82,0.07423,0.00681,M,2001,BC
83,0.082170000000000007,0.00765,M,2001,BC
84,0.091,0.00852,M,2001,BC
85,0.1008,0.0092,M,2001,BC
86,0.11169,0.00997,M,2001,BC
87,0.12381,0.01146,M,2001,BC
88,0.13728,0.01348,M,2001,BC
89,0.15226,0.01585,M,2001,BC
90,0.16894,0.01885,M,2001,BC
91,0.187,0.02194,M,2001,BC
92,0.20597,0.02617,M,2001,BC
93,0.22574,0.03112,M,2001,BC
94,0.24618,0.03699,M,2001,BC
95,0.26019,0.04662,M,2001,BC
96,0.2798,0.05858,M,2001,BC
97,0.29979,0.06973,M,2001,BC
98,0.32004,0.09369,M,2001,BC
99,0.34038,0.1234,M,2001,BC
100,0.36067,0.15355,M,2001,BC
101,0.38075,0.18502,M,2001,BC
102,0.40049,0.26243,M,2001,BC
103,0.41976,0.46997,M,2001,BC
104,0.43842,0.33214,M,2001,BC
105,0.45638,0.37062,M,2001,BC
106,0.47355,0.6033,M,2001,BC
107,0.48986,0.85139,M,2001,BC
108,0.50526,0.84717,M,2001,BC
109,0.51972,0.84245,M,2001,BC
110,1,0,M,2001,BC
0,0.004,8.8e-4,F,2001,BC
1,2.8e-4,2.3e-4,F,2001,BC
2,2.3e-4,2e-4,F,2001,BC
3,1.8e-4,1.8e-4,F,2001,BC
4,1.5e-4,1.6e-4,F,2001,BC
5,1.3e-4,1.4e-4,F,2001,BC
6,1.1e-4,1.3e-4,F,2001,BC
7,9e-5,1.2e-4,F,2001,BC
8,8e-5,1.1e-4,F,2001,BC
9,7e-5,1.1e-4,F,2001,BC
10,7e-5,1e-4,F,2001,BC
11,7e-5,1e-4,F,2001,BC
12,8e-5,1.1e-4,F,2001,BC
13,1e-4,1.2e-4,F,2001,BC
14,1.3e-4,1.4e-4,F,2001,BC
15,2e-4,1.7e-4,F,2001,BC
16,2.8e-4,2e-4,F,2001,BC
17,3.4e-4,2.2e-4,F,2001,BC
18,3.6e-4,2.3e-4,F,2001,BC
19,3.6e-4,2.3e-4,F,2001,BC
20,3.6e-4,2.3e-4,F,2001,BC
21,3.6e-4,2.3e-4,F,2001,BC
22,3.6e-4,2.3e-4,F,2001,BC
23,3.7e-4,2.3e-4,F,2001,BC
24,3.7e-4,2.3e-4,F,2001,BC
25,3.8e-4,2.4e-4,F,2001,BC
26,3.9e-4,2.4e-4,F,2001,BC
27,4e-4,2.4e-4,F,2001,BC
28,4.2e-4,2.4e-4,F,2001,BC
29,4.3e-4,2.4e-4,F,2001,BC
30,4.5e-4,2.4e-4,F,2001,BC
31,4.7e-4,2.4e-4,F,2001,BC
32,5e-4,2.5e-4,F,2001,BC
33,5.3e-4,2.6e-4,F,2001,BC
34,5.6e-4,2.7e-4,F,2001,BC
35,5.9e-4,2.7e-4,F,2001,BC
36,6.3e-4,2.7e-4,F,2001,BC
37,6.8e-4,2.7e-4,F,2001,BC
38,7.3e-4,2.8e-4,F,2001,BC
39,8e-4,3e-4,F,2001,BC
40,8.7e-4,3.1e-4,F,2001,BC
41,9.6e-4,3.2e-4,F,2001,BC
42,0.00105,3.4e-4,F,2001,BC
43,0.00115,3.5e-4,F,2001,BC
44,0.00126,3.7e-4,F,2001,BC
45,0.00138,3.9e-4,F,2001,BC
46,0.00151,4.1e-4,F,2001,BC
47,0.00165,4.4e-4,F,2001,BC
48,0.0018,4.7e-4,F,2001,BC
49,0.00196,5e-4,F,2001,BC
50,0.00213,5.2e-4,F,2001,BC
51,0.00232,5.5e-4,F,2001,BC
52,0.00252,5.8e-4,F,2001,BC
53,0.00275,6.1e-4,F,2001,BC
54,0.003,6.4e-4,F,2001,BC
55,0.00327,7.3e-4,F,2001,BC
56,0.00358,7.9e-4,F,2001,BC
57,0.00391,8.3e-4,F,2001,BC
58,0.00428,8.8e-4,F,2001,BC
59,0.00469,9.6e-4,F,2001,BC
60,0.00514,0.00101,F,2001,BC
61,0.00565,0.0011,F,2001,BC
62,0.0062,0.00118,F,2001,BC
63,0.00682,0.00125,F,2001,BC
64,0.00751,0.00133,F,2001,BC
65,0.00827,0.0014,F,2001,BC
66,0.00912,0.00149,F,2001,BC
67,0.01006,0.0016,F,2001,BC
68,0.01111,0.00166,F,2001,BC
69,0.01229,0.00177,F,2001,BC
70,0.0136,0.00184,F,2001,BC
71,0.01506,0.00195,F,2001,BC
72,0.0167,0.00209,F,2001,BC
73,0.01853,0.00224,F,2001,BC
74,0.02058,0.00237,F,2001,BC
75,0.02288,0.00252,F,2001,BC
76,0.02546,0.00268,F,2001,BC
77,0.02835,0.00283,F,2001,BC
78,0.03161,0.00307,F,2001,BC
79,0.03527,0.00326,F,2001,BC
80,0.03938,0.00351,F,2001,BC
81,0.04402,0.00386,F,2001,BC
82,0.04925,0.00447,F,2001,BC
83,0.05516,0.00501,F,2001,BC
84,0.06182,0.00545,F,2001,BC
85,0.06936,0.00596,F,2001,BC
86,0.07788,0.0064,F,2001,BC
87,0.08753,0.00728,F,2001,BC
