fam_history,abx_exposure,year,sex,age,prob,OR,calibrated_prev,prev,calibrated_inc,province
1,2,2029,0,6,0.00263037155139422,4.287628334778286,0.12899514332605025,0.0499650442426376,0.02247345274182885,CA
0,3,2029,0,6,3.1721008562181525e-4,1.8877323627174432,0.06121293044590029,0.0499650442426376,0.01439327588577092,CA
1,3,2029,0,6,1.312855162661827e-4,4.530557670521864,0.1353148105491383,0.0499650442426376,0.027990745959639612,CA
0,0,2029,1,6,0.5880016783992464,1,0.05745159649794838,0.0858991568775545,0.01217080535352074,CA
1,0,2029,1,6,0.2433595506987185,2.4,0.12761913900382724,0.0858991568775545,0.01958253600953169,CA
0,1,2029,1,6,0.10858476521353416,1.6940388011249763,0.09359332728182776,0.0858991568775545,0.00970373486111777,CA
1,1,2029,1,6,0.04494058545382101,4.065693122699943,0.19860114652855593,0.0858991568775545,0.01563686039730407,CA
0,2,2029,1,6,0.01003981907149698,1.7865118061576193,0.09820062666282404,0.0858991568775545,0.01314466199133977,CA
1,2,2029,1,6,0.0041552361976031,4.287628334778286,0.20719601418215933,0.0858991568775545,0.02113675843589539,CA
0,3,2029,1,6,6.495373157223803e-4,1.888806944886096,0.10324303627675656,0.0858991568775545,0.00374117135313466,CA
1,3,2029,1,6,2.688276498573558e-4,4.53313666772663,0.21649154487466685,0.0858991568775545,0.00605090030391337,CA
0,0,2029,0,7,0.6048941917569303,1,0.04334581773743705,0.06216193129080209,0.00535592594411928,CA
1,0,2029,0,7,0.25035094989351253,2.4,0.09807817254238832,0.06216193129080209,0.01275855484105057,CA
0,1,2029,0,7,0.0945754062926493,1.352294541455884,0.05773467564642535,0.06216193129080209,0.00722914900147146,CA
1,1,2029,0,7,0.03914245354738665,3.2455068994941216,0.12820092703547128,0.06216193129080209,0.01717612136665386,CA
0,2,2029,0,7,0.00740361242924194,1.4261126499045345,0.06069497067212971,0.06216193129080209,0.00762076142729868,CA
1,2,2029,0,7,0.00306417457724398,3.4226703597708825,0.13425950242602783,0.06216193129080209,0.01809675198424355,CA
0,3,2029,0,7,4.025895211784995e-4,1.5071735927684398,0.06392436787320427,0.06216193129080209,0.00805044205417136,CA
1,3,2029,0,7,1.6662198185680792e-4,3.6172166226442553,0.1408162566279891,0.06216193129080209,0.01910572755637769,CA
0,0,2029,1,7,0.5787331126085252,1,0.07223024141073843,0.102596620132636,0.00743760971421355,CA
1,0,2029,1,7,0.2395235174197116,2.4,0.15743262433906113,0.102596620132636,0.01766631014617204,CA
0,1,2029,1,7,0.11606585757416768,1.352294541455884,0.09525272976650742,0.102596620132636,0.01003155404613594,CA
1,1,2029,1,7,0.04803682708458592,3.2455068994941216,0.20170801656815177,0.102596620132636,0.0237422888356391,CA
0,2,2029,1,7,0.01165459796003447,1.4261126499045345,0.09993271008811784,0.102596620132636,0.01057335957731436,CA
1,2,2029,1,7,0.0048235537878897,3.4226703597708825,0.21040203975445937,0.102596620132636,0.02500590794676475,CA
0,3,2029,1,7,8.222318572725344e-4,1.508108870987916,0.10507473810153108,0.102596620132636,0.01117449548015989,CA
1,3,2029,1,7,3.4030170781273e-4,3.619461290370998,0.21983990310364104,0.102596620132636,0.02640569077133897,CA
0,0,2030,0,3,0.6194584247060725,1,0.01337227277980706,0.01772698819797203,0.01337227277980706,CA
1,0,2030,0,3,0.25637873062438343,1.13,0.01508444550957078,0.01772698819797203,0.01508444550957078,CA
0,1,2030,0,3,0.08211727955678437,3.3302706334622383,0.04318752038950835,0.01772698819797203,0.04318752038950835,CA
1,1,2030,0,3,0.03398633880084128,3.763205815812329,0.04852943546228699,0.01772698819797203,0.04852943546228699,CA
0,2,2030,0,3,0.00545034008377157,3.5120611171534653,0.04543789116032702,0.01772698819797203,0.04543789116032702,CA
1,2,2030,0,3,0.00225576280250217,3.9686290623834153,0.05104330797577491,0.01772698819797203,0.05104330797577491,CA
